Iteracion,Epsilon,MinPts,N_Clusters,N_Ruido,Pct_Ruido,Tiempo_s,Ruido,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G168,G169,G170,G171,G172,G173,G174,G175,G176,G177,G178,G179,G180,G181,G182,G183,G184,G185,G186,G187,G188,G189,G190,G191,G192,G193,G194,G195,G196,G197,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G209,G210,G211,G212,G213,G214,G215,G216,G217,G218,G219,G220,G221,G222,G223,G224,G225,G226,G227,G228,G229,G230,G231,G232,G233,G234,G235,G236,G237,G238,G239,G240,G241,G242,G243,G244,G245,G246,G247,G248,G249,G250,G251,G252,G253,G254,G255,G256,G257,G258,G259,G260,G261,G262,G263,G264,G265,G266,G267,G268,G269,G270,G271,G272,G273,G274,G275,G276,G277,G278,G279,G280,G281,G282,G283,G284,G285,G286,G287,G288,G289,G290,G291,G292,G293,G294,G295,G296,G297,G298,G299,G300,G301,G302,G303,G304,G305,G306,G307,G308,G309,G310,G311,G312,G313,G314,G315,G316,G317,G318,G319,G320,G321,G322,G323,G324,G325,G326,G327,G328,G329,G330,G331,G332,G333,G334,G335,G336,G337,G338,G339,G340,G341,G342,G343,G344,G345,G346,G347,G348,G349,G350,G351,G352,G353,G354,G355,G356,G357,G358,G359,G360,G361,G362,G363,G364,G365,G366,G367,G368,G369,G370,G371,G372,G373,G374,G375,G376,G377,G378,G379,G380,G381,G382,G383,G384,G385,G386,G387,G388,G389,G390,G391,G392,G393,G394,G395,G396,G397,G398,G399,G400,G401,G402,G403,G404,G405,G406,G407,G408,G409,G410,G411,G412,G413,G414,G415,G416,G417,G418,G419,G420,G421,G422,G423,G424,G425,G426,G427,G428,G429,G430,G431,G432,G433,G434,G435,G436,G437,G438,G439,G440,G441,G442,G443,G444,G445,G446,G447,G448,G449,G450,G451,G452,G453,G454,G455,G456,G457,G458,G459,G460,G461,G462,G463,G464,G465,G466,G467,G468,G469,G470,G471,G472,G473,G474,G475,G476,G477,G478,G479,G480,G481,G482,G483,G484,G485,G486,G487,G488,G489,G490,G491,G492,G493,G494,G495,G496,G497,G498,G499,G500,G501,G502,G503,G504,G505,G506,G507,G508,G509,G510,G511,G512,G513,G514,G515,G516,G517,G518,G519,G520,G521,G522,G523,G524,G525,G526,G527,G528,G529,G530,G531,G532,G533,G534,G535,G536,G537,G538,G539,G540,G541,G542
229,3.0,19,36,32303,81.48,4.4,32303,698.0,390.0,381.0,674.0,684.0,206.0,55.0,584.0,258.0,342.0,304.0,505.0,386.0,99.0,68.0,275.0,28.0,155.0,259.0,34.0,59.0,132.0,71.0,108.0,27.0,23.0,23.0,64.0,29.0,108.0,82.0,85.0,87.0,17.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3.0,21,35,32706,82.5,4.69,32706,673.0,382.0,646.0,666.0,55.0,556.0,312.0,296.0,353.0,495.0,244.0,346.0,27.0,262.0,180.0,238.0,121.0,62.0,99.0,26.0,76.0,146.0,51.0,34.0,23.0,23.0,60.0,60.0,19.0,28.0,105.0,81.0,85.0,87.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,3.0,23,33,33135,83.58,4.87,33135,657.0,636.0,631.0,54.0,539.0,373.0,299.0,257.0,342.0,464.0,224.0,332.0,242.0,154.0,224.0,119.0,27.0,90.0,129.0,44.0,59.0,54.0,34.0,23.0,23.0,56.0,55.0,15.0,101.0,70.0,77.0,83.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,3.0,25,30,33504,84.51,4.51,33504,649.0,611.0,623.0,52.0,525.0,367.0,294.0,337.0,430.0,330.0,185.0,228.0,212.0,135.0,114.0,194.0,87.0,120.0,69.0,26.0,27.0,42.0,42.0,56.0,55.0,15.0,70.0,69.0,98.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,3.0,27,29,33759,85.16,4.44,33759,632.0,604.0,609.0,46.0,522.0,352.0,271.0,326.0,419.0,326.0,165.0,218.0,203.0,130.0,113.0,74.0,116.0,68.0,134.0,47.0,27.0,33.0,53.0,55.0,67.0,65.0,38.0,96.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,3.0,29,28,34058,85.91,4.21,34058,592.0,39.0,515.0,622.0,349.0,258.0,315.0,588.0,319.0,202.0,189.0,129.0,411.0,112.0,97.0,109.0,65.0,60.0,116.0,48.0,33.0,54.0,38.0,64.0,94.0,31.0,65.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,3.0,31,26,34404,86.78,4.36,34404,581.0,508.0,607.0,342.0,299.0,224.0,567.0,171.0,303.0,112.0,411.0,98.0,97.0,102.0,184.0,39.0,42.0,107.0,46.0,33.0,64.0,94.0,31.0,44.0,64.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,3.0,33,25,34700,87.53,4.31,34700,568.0,483.0,599.0,328.0,276.0,557.0,297.0,98.0,409.0,167.0,88.0,93.0,178.0,148.0,42.0,98.0,46.0,90.0,33.0,35.0,50.0,88.0,42.0,67.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,3.0,35,24,34975,88.22,4.29,34975,555.0,478.0,571.0,306.0,272.0,551.0,291.0,393.0,178.0,140.0,42.0,98.0,144.0,46.0,90.0,61.0,84.0,46.0,35.0,81.0,42.0,41.0,63.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,3.0,37,24,35238,88.89,4.64,35238,551.0,471.0,557.0,298.0,268.0,534.0,393.0,273.0,66.0,135.0,42.0,98.0,126.0,46.0,59.0,61.0,84.0,79.0,33.0,52.0,59.0,37.0,47.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,3.0,39,20,35699,90.05,4.74,35699,524.0,460.0,552.0,273.0,259.0,500.0,371.0,39.0,258.0,127.0,42.0,63.0,49.0,59.0,69.0,99.0,79.0,35.0,49.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,3.0,41,18,35920,90.61,4.14,35920,518.0,455.0,546.0,247.0,249.0,496.0,360.0,244.0,125.0,42.0,54.0,41.0,85.0,79.0,43.0,56.0,45.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,3.25,3,504,19714,49.73,4.08,19714,16.0,3.0,3.0,48.0,43.0,88.0,7.0,42.0,24.0,3.0,3.0,3.0,63.0,12.0,46.0,29.0,74.0,3.0,3.0,52.0,6.0,4.0,11.0,5.0,3.0,5.0,15.0,46.0,3.0,27.0,40.0,5.0,6.0,4.0,9.0,3.0,46.0,13.0,7.0,14.0,3.0,9.0,3.0,4.0,11.0,11.0,7.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,9.0,3.0,5.0,3.0,5.0,4.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,11.0,18.0,9.0,16.0,3.0,7.0,5.0,15.0,3.0,8.0,149.0,7.0,3.0,20.0,10.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,8.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,996.0,932.0,663.0,80.0,386.0,841.0,715.0,1094.0,376.0,22.0,100.0,693.0,349.0,788.0,1062.0,83.0,61.0,449.0,818.0,73.0,560.0,88.0,234.0,285.0,3.0,31.0,312.0,191.0,6.0,154.0,7.0,17.0,874.0,703.0,673.0,447.0,78.0,58.0,22.0,68.0,8.0,110.0,13.0,19.0,37.0,115.0,3.0,329.0,62.0,37.0,3.0,3.0,7.0,3.0,11.0,33.0,5.0,3.0,13.0,9.0,4.0,7.0,3.0,3.0,16.0,5.0,19.0,6.0,3.0,3.0,7.0,4.0,103.0,6.0,4.0,41.0,4.0,4.0,8.0,3.0,6.0,11.0,3.0,7.0,3.0,3.0,105.0,6.0,3.0,5.0,4.0,18.0,142.0,3.0,11.0,27.0,4.0,34.0,3.0,7.0,4.0,4.0,5.0,3.0,3.0,3.0,7.0,6.0,4.0,3.0,10.0,3.0,9.0,4.0,3.0,10.0,4.0,4.0,124.0,3.0,4.0,5.0,6.0,138.0,4.0,4.0,5.0,22.0,4.0,4.0,8.0,18.0,4.0,3.0,5.0,4.0,3.0,17.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,38.0,8.0,36.0,27.0,12.0,4.0,3.0,3.0,3.0,8.0,3.0,4.0,89.0,4.0,3.0,3.0,3.0,6.0,3.0,7.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,11.0,3.0,3.0,7.0,13.0,9.0,9.0,5.0,3.0,5.0,3.0,8.0,3.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,7.0,4.0,3.0,18.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,11.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,27.0,4.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,6.0,3.0,21.0,3.0,9.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,9.0,6.0,6.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,9.0,3.0,3.0,8.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,3.25,5,198,22159,55.89,4.4,22159,16.0,40.0,72.0,5.0,53.0,32.0,45.0,7.0,27.0,63.0,41.0,6.0,15.0,19.0,37.0,10.0,6.0,46.0,42.0,12.0,20.0,5.0,4.0,10.0,5.0,7.0,10.0,5.0,5.0,23.0,5.0,5.0,6.0,5.0,3.0,7.0,4.0,5.0,5.0,15.0,7.0,10.0,10.0,8.0,15.0,5.0,5.0,5.0,6.0,969.0,906.0,636.0,813.0,680.0,1052.0,308.0,94.0,667.0,752.0,1026.0,65.0,424.0,789.0,528.0,186.0,276.0,30.0,298.0,177.0,7.0,17.0,859.0,680.0,644.0,73.0,405.0,336.0,22.0,42.0,144.0,8.0,18.0,254.0,13.0,19.0,59.0,106.0,307.0,21.0,29.0,8.0,29.0,70.0,16.0,5.0,77.0,59.0,99.0,41.0,26.0,5.0,8.0,69.0,140.0,15.0,27.0,17.0,32.0,9.0,19.0,9.0,17.0,47.0,8.0,8.0,4.0,8.0,47.0,7.0,124.0,7.0,10.0,2.0,12.0,14.0,25.0,8.0,8.0,3.0,58.0,9.0,38.0,7.0,34.0,12.0,7.0,87.0,5.0,11.0,8.0,9.0,5.0,4.0,6.0,7.0,5.0,7.0,16.0,7.0,7.0,5.0,4.0,18.0,4.0,10.0,5.0,5.0,5.0,5.0,4.0,5.0,10.0,21.0,5.0,9.0,4.0,4.0,5.0,8.0,136.0,14.0,5.0,8.0,4.0,6.0,5.0,22.0,8.0,5.0,5.0,8.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,6.0,7.0,3.0,5.0,5.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,3.25,7,134,23708,59.8,3.95,23708,16.0,36.0,28.0,43.0,23.0,25.0,7.0,7.0,39.0,30.0,7.0,40.0,45.0,62.0,17.0,30.0,21.0,17.0,7.0,10.0,13.0,8.0,6.0,22.0,7.0,7.0,7.0,13.0,7.0,7.0,956.0,876.0,608.0,797.0,654.0,1022.0,201.0,62.0,652.0,728.0,992.0,387.0,776.0,489.0,267.0,163.0,17.0,831.0,653.0,615.0,274.0,143.0,13.0,51.0,169.0,104.0,21.0,184.0,10.0,292.0,295.0,21.0,369.0,54.0,5.0,18.0,51.0,13.0,57.0,22.0,42.0,54.0,30.0,93.0,7.0,41.0,11.0,46.0,7.0,136.0,26.0,16.0,7.0,20.0,8.0,31.0,7.0,16.0,8.0,6.0,7.0,7.0,34.0,38.0,27.0,9.0,12.0,8.0,8.0,8.0,31.0,7.0,15.0,9.0,11.0,7.0,24.0,4.0,15.0,7.0,8.0,5.0,21.0,83.0,8.0,8.0,130.0,7.0,118.0,11.0,11.0,4.0,10.0,17.0,6.0,3.0,7.0,10.0,9.0,10.0,5.0,7.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
